smiles,gpcrdb_cid,species,receptor,source_file
CN(C(=O)Cc1ccc(Cl)c(Cl)c1)[C@@H](CN1CCCC1)c1ccccc1,5249,cavia,kappa,cavia-kappa.xlsx
CN(C(=O)Cc1ccc(Cl)c(Cl)c1)C(CN1CCCC1)C(C)(C)C,5270,cavia,kappa,cavia-kappa.xlsx
CC(C)[C@@H](CN1CCCC1)N(C)C(=O)Cc1cccc(Cl)c1,5278,cavia,kappa,cavia-kappa.xlsx
CCN(C(=O)Cc1ccccc1)[C@H](CN1CCCC1)C(C)C,5312,cavia,kappa,cavia-kappa.xlsx
CN(C(=O)Cc1ccc(Cl)c(Cl)c1)C(CN1CCCC1)c1cccc(N)c1,5323,cavia,kappa,cavia-kappa.xlsx
O=C1CC[C@@H]2CN(CC3CC3)CC[C@@]23c2cccc(O)c2O[C@@H]13,5358,cavia,kappa,cavia-kappa.xlsx
CC(C)[C@@H](CN1CCCC1)N(C)C(=O)Cc1ccc(C#N)cc1,5370,cavia,kappa,cavia-kappa.xlsx
CC(C)[C@@H](CN1CCCC1)N(C)C(=O)Cc1ccc(F)c(F)c1,5371,cavia,kappa,cavia-kappa.xlsx
CNC[C@H](C(C)C)N(C)C(=O)Cc1ccc(Cl)c(Cl)c1,5437,cavia,kappa,cavia-kappa.xlsx
C[C@]12Cc3ccccc3C[C@@]1(c1cccc(O)c1)CCN(CCc1ccccc1)C2,5446,cavia,kappa,cavia-kappa.xlsx
CC(C)[C@@H](CN(C)C)N(C)C(=O)Cc1ccc(Cl)c(Cl)c1,5458,cavia,kappa,cavia-kappa.xlsx
CC(C)[C@@H](CN1CCCC1)N(C)C(=O)COc1ccccc1,5477,cavia,kappa,cavia-kappa.xlsx
CC(C)[C@@H](CN1CCCC1)N(C)C(=O)CCc1ccccc1,5518,cavia,kappa,cavia-kappa.xlsx
COc1ccc(CC(=O)N(C)[C@H](CN2CCCC2)C(C)C)cc1,5589,cavia,kappa,cavia-kappa.xlsx
CC(C)[C@@H](CN1CCCC1)N(C)C(=O)Cc1ccc([N+](=O)[O-])cc1,5646,cavia,kappa,cavia-kappa.xlsx
CNC(=O)Cn1c(=O)n(C2CCN([C@H]3CC[C@@H](C(C)C)CC3)CC2)c2ccccc21,6045,cavia,kappa,cavia-kappa.xlsx
CN(CC1CC1)[C@@H]1Cc2ccc(O)c3c2[C@@H]2[C@H]1CCC(=O)[C@@H]2O3,6403,cavia,kappa,cavia-kappa.xlsx
O=C1CC[C@@]2(O)[C@H](NCC3CC3)Cc3ccc(O)c4c3[C@H]2[C@H]1O4,6476,cavia,kappa,cavia-kappa.xlsx
CN(CC1CC1)[C@@H]1Cc2ccc(O)c3c2[C@H]2[C@@H](O3)C(=O)CC[C@]21O,6553,cavia,kappa,cavia-kappa.xlsx
O=C1CC[C@]23OCCN4CC[C@@]25c2c(ccc(O)c2O[C@@H]15)C[C@@H]43,6555,cavia,kappa,cavia-kappa.xlsx
CN(C(=O)Cc1ccc(Cl)c(Cl)c1)[C@H](CN1CC=CC1)c1ccccc1,6673,cavia,kappa,cavia-kappa.xlsx
CN(C(=O)Cc1ccc(Cl)c(Cl)c1)C(CN1CCCC1)c1cccc(C#N)c1,6753,cavia,kappa,cavia-kappa.xlsx
CC(C)[C@@H](CN1CCCC1)N(C)C(=O)Cc1ccccc1,6819,cavia,kappa,cavia-kappa.xlsx
O=C1CC[C@@H]2[C@H]3c4c(ccc(O)c4O[C@@H]13)C[C@H]2NCC1CC1,6829,cavia,kappa,cavia-kappa.xlsx
CC(C)[C@@H](CN1CCCC1)N(C)C(=O)Cc1ccc(Cl)cc1,7337,cavia,kappa,cavia-kappa.xlsx
CC(C)[C@@H](CN1CC[C@@](C)(c2cccc(O)c2)[C@@H](C)C1)NC(=O)[C@H]1Cc2ccccc2CN1,7514,cavia,kappa,cavia-kappa.xlsx
CCC(=O)N(Cc1cccc(CNC(=N)N)c1)C1CCN(CCc2ccccc2)CC1,7829,cavia,kappa,cavia-kappa.xlsx
CCC(=O)/C(=C\c1cccc(CNC(=N)N)c1)C1CCN(CCc2ccccc2)CC1,7830,cavia,kappa,cavia-kappa.xlsx
CCC(=O)N(Cc1cccc(C)c1)C1CCN(CCc2ccccc2)CC1,7831,cavia,kappa,cavia-kappa.xlsx
CCC(=O)/C(=C/c1cccc(CNC(=N)N)c1)C1CCN(CCc2ccccc2)CC1,7872,cavia,kappa,cavia-kappa.xlsx
COc1ccc(C(CN2CCCC2)N(C)C(=O)Cc2ccc(Cl)c(Cl)c2)cc1,7886,cavia,kappa,cavia-kappa.xlsx
CCCN(C(=O)Cc1ccccc1)[C@H](CN1CCCC1)C(C)C,8071,cavia,kappa,cavia-kappa.xlsx
O=CN1CC[C@]23c4c5ccc(O)c4O[C@H]2[C@@H](O)C=C[C@H]3[C@H]1C5,8185,cavia,kappa,cavia-kappa.xlsx
CC(C)[C@@H](CN1CCCCC1)N(C)C(=O)Cc1ccc(Cl)c(Cl)c1,8193,cavia,kappa,cavia-kappa.xlsx
CCC(=O)N1C[C@@H]2[C@@H](N3CCCC3)CC[C@H]1CN2C(=O)Cc1ccc(Cl)c(Cl)c1,8525,cavia,kappa,cavia-kappa.xlsx
CCC(=O)N1C[C@H]2[C@H](N3CCCC3)CC[C@@H]1CN2C(=O)Cc1ccc(Cl)c(Cl)c1,8526,cavia,kappa,cavia-kappa.xlsx
COC(=O)N1CCN(C(=O)Cc2ccc(Cl)c(Cl)c2)[C@H]([C@H](C)N2CCCC2)C1,8607,cavia,kappa,cavia-kappa.xlsx
COC(=O)N1C[C@H]2[C@H](N3CCCC3)CC[C@@H]1CN2C(=O)Cc1ccc(Cl)c(Cl)c1,8608,cavia,kappa,cavia-kappa.xlsx
COC(=O)N1C[C@@H]2[C@H](N3CCCC3)CC[C@H]1CN2C(=O)Cc1ccc(Cl)c(Cl)c1,8643,cavia,kappa,cavia-kappa.xlsx
COC(=O)N1CCN(C(=O)Cc2ccc(Cl)c(Cl)c2)[C@@H]([C@@H](C)N2CCCC2)C1,8671,cavia,kappa,cavia-kappa.xlsx
O=C(Cc1ccc(Cl)c(Cl)c1)N1C[C@H]2CC[C@@H](N3CCCC3)[C@@H]1CN2Cc1ccccc1,8672,cavia,kappa,cavia-kappa.xlsx
O=C(Cc1ccc(Cl)c(Cl)c1)N1C[C@@H]2CC[C@@H](N3CCCC3)[C@H]1CN2Cc1ccccc1,8770,cavia,kappa,cavia-kappa.xlsx
O=C(Cc1ccc(Cl)c(Cl)c1)N1C[C@H]2CC[C@H](N3CCCC3)[C@@H]1CN2Cc1ccccc1,8771,cavia,kappa,cavia-kappa.xlsx
COC(=O)N1C[C@H]2[C@@H](N3CCCC3)CC[C@@H]1CN2C(=O)Cc1ccc(Cl)c(Cl)c1,8772,cavia,kappa,cavia-kappa.xlsx
COC(=O)N1C[C@@H]2[C@@H](N3CCCC3)CC[C@H]1CN2C(=O)Cc1ccc(Cl)c(Cl)c1,8799,cavia,kappa,cavia-kappa.xlsx
CC(C)[C@@H](CN1CC[C@@](C)(c2cccc(O)c2)[C@@H](C)C1)NC(=O)CCc1ccc(O)cc1,9034,cavia,kappa,cavia-kappa.xlsx
CSc1ccc(C(CN2CCCC2)N(C)C(=O)Cc2ccc(Cl)c(Cl)c2)cc1,9171,cavia,kappa,cavia-kappa.xlsx
CN(C(=O)Cc1ccc(Cl)c(Cl)c1)C(CN1CCCC1)c1ccccc1O,9184,cavia,kappa,cavia-kappa.xlsx
CN1CCC2(c3cccc(O)c3)CC(=O)/C(=C/c3ccccc3)C1C2,9189,cavia,kappa,cavia-kappa.xlsx
COc1ccc(C(CN2CCCC2)N(C)C(=O)Cc2ccc(Cl)c(Cl)c2)c(OC)c1,9224,cavia,kappa,cavia-kappa.xlsx
CNc1cccc(C(CN2CCCC2)N(C)C(=O)Cc2ccc(Cl)c(Cl)c2)c1,9247,cavia,kappa,cavia-kappa.xlsx
CC(C)[C@@H](CN1CCCC1)NC(=O)Cc1ccccc1,9274,cavia,kappa,cavia-kappa.xlsx
CC(C)[C@@H](CN1CCCC1)N(C)C(=O)CSc1ccccc1,9275,cavia,kappa,cavia-kappa.xlsx
CCN(CC)C[C@H](C(C)C)N(C)C(=O)Cc1ccc(Cl)c(Cl)c1,9280,cavia,kappa,cavia-kappa.xlsx
CN(C(=O)Cc1ccc(Cl)c(Cl)c1)C(CN1CCCC1)c1cccc(Cl)c1,9293,cavia,kappa,cavia-kappa.xlsx
CC(C)[C@@H](CN1CC[C@@](C)(c2cccc(O)c2)[C@@H](C)C1)NC(=O)CCc1ccccc1,9666,cavia,kappa,cavia-kappa.xlsx
Cc1cc(O)cc(C)c1C[C@H](N)[C@@H](O)C/C=C/[C@@H](O)[C@H](Cc1ccccc1)C(=O)N[C@@H](Cc1ccccc1)C(N)=O,10274,cavia,kappa,cavia-kappa.xlsx
Cc1cc(O)cc(C)c1C[C@H](N)[C@H](O)C/C=C/[C@H](O)[C@@H](Cc1ccccc1)C(=O)NCCc1ccccc1,10275,cavia,kappa,cavia-kappa.xlsx
Cc1cc(O)cc(C)c1C[C@H](N)[C@@H](O)C/C=C/[C@H](O)[C@@H](Cc1ccccc1)C(=O)N[C@@H](Cc1ccccc1)C(N)=O,10276,cavia,kappa,cavia-kappa.xlsx
Cc1cc(O)cc(C)c1C[C@H](N)[C@H](O)C/C=C/[C@H](O)[C@@H](Cc1ccccc1)C(=O)N[C@@H](Cc1ccccc1)C(N)=O,10277,cavia,kappa,cavia-kappa.xlsx
Cc1cc(O)cc(C)c1C[C@H](N)[C@@H](O)C/C=C/[C@@H](O)[C@@H](Cc1ccccc1)C(=O)N[C@@H](Cc1ccccc1)C(N)=O,10278,cavia,kappa,cavia-kappa.xlsx
Cc1cc(O)cc(C)c1C[C@H](N)[C@H](O)C/C=C/[C@@H](O)[C@@H](Cc1ccccc1)C(=O)N[C@@H](Cc1ccccc1)C(N)=O,10279,cavia,kappa,cavia-kappa.xlsx
NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H]1CCCN1C(=O)[C@@H](N)Cc1ccccc1,210969,cavia,kappa,cavia-kappa.xlsx
Cc1cc(O)cc(C)c1C[C@H](N)[C@H](O)C/C=C/[C@@H](O)[C@@H](Cc1ccccc1)C(=O)NCCc1ccccc1,10280,cavia,kappa,cavia-kappa.xlsx
Cc1cc(O)cc(C)c1C[C@H](N)[C@@H](O)C/C=C/[C@H](O)[C@@H](Cc1ccccc1)C(=O)O[C@H](CO)Cc1ccccc1,10281,cavia,kappa,cavia-kappa.xlsx
Cc1cc(O)cc(C)c1C[C@H](N)[C@@H](O)C/C=C/[C@H](O)[C@@H](Cc1ccccc1)C(=O)OCCc1ccccc1,10282,cavia,kappa,cavia-kappa.xlsx
Cc1cc(O)cc(C)c1C[C@H](N)[C@@H](O)C/C=C/[C@H](O)[C@@H](Cc1ccccc1)C(=O)O[C@@H](Cc1ccccc1)C(N)=O,10283,cavia,kappa,cavia-kappa.xlsx
Cc1cc(O)cc(C)c1C[C@H](N)[C@@H](O)C/C=C/[C@H](O)[C@@H](Cc1ccccc1)C(=O)N[C@H](CO)Cc1ccccc1,10284,cavia,kappa,cavia-kappa.xlsx
Cc1cc(O)cc(C)c1C[C@H](N)[C@@H](O)C/C=C/[C@@H](O)[C@H](Cc1ccccc1)C(=O)NCCc1ccccc1,10285,cavia,kappa,cavia-kappa.xlsx
Cc1cc(O)cc(C)c1C[C@H](N)[C@@H](O)C/C=C/[C@@H](O)[C@@H](Cc1ccccc1)C(=O)NCCc1ccccc1,10286,cavia,kappa,cavia-kappa.xlsx
Cc1cc(O)cc(C)c1C[C@H](N)[C@@H](O)C/C=C/[C@H](O)[C@@H](Cc1ccccc1)C(=O)NCCc1ccccc1,10287,cavia,kappa,cavia-kappa.xlsx
CC(C)C[C@@H]1CN2C(=NC[C@@H]2C2CCCCC2)N1CCC12CC3CC(CC(C3)C1)C2,10392,cavia,kappa,cavia-kappa.xlsx
C1CCC([C@H]2CN3C(=NC[C@@H]3C3CCCCC3)N2CCC23CC4CC(CC(C4)C2)C3)CC1,10393,cavia,kappa,cavia-kappa.xlsx
COc1ccc(C[C@H]2CN3C(=NC[C@@H]3C)N2CCC23CC4CC(CC(C4)C2)C3)cc1,10395,cavia,kappa,cavia-kappa.xlsx
CC(C)C[C@@H]1CN2C(=NC[C@H]2C2CCCCC2)N1CCC12CC3CC(CC(C3)C1)C2,10396,cavia,kappa,cavia-kappa.xlsx
C[C@H]1CN=C2N(CCC34CC5CC(CC(C5)C3)C4)[C@@H](C3CCCCC3)CN21,10397,cavia,kappa,cavia-kappa.xlsx
CC(C)C[C@@H]1CN2C(=NC[C@@H]2C)N1CCC12CC3CC(CC(C3)C1)C2,10398,cavia,kappa,cavia-kappa.xlsx
CCOc1ccc(C[C@@H]2CN3C(=NC[C@@H]3C)N2CCC23CC4CC(CC(C4)C2)C3)cc1,10399,cavia,kappa,cavia-kappa.xlsx
CCOc1ccc(C[C@@H]2CN3C(=NC[C@@H]3C)N2CCC2CC3CCC2C3)cc1,10400,cavia,kappa,cavia-kappa.xlsx
CCOc1ccc(C[C@@H]2CN3C(=NC[C@@H]3CC)N2CCC2CC3CCC2C3)cc1,10401,cavia,kappa,cavia-kappa.xlsx
CCCC[C@@H]1CN=C2N(CCC3CC4CCC3C4)[C@H](Cc3ccc(OC)cc3)CN21,10402,cavia,kappa,cavia-kappa.xlsx
COc1ccc(C[C@@H]2CN3C(=NC[C@H]3CC3CCCCC3)N2CCC23CC4CC(CC(C4)C2)C3)cc1,10403,cavia,kappa,cavia-kappa.xlsx
COc1ccc(C[C@H]2CN3C(=NC[C@@H]3C3CCCCC3)N2CCC23CC4CC(CC(C4)C2)C3)cc1,10404,cavia,kappa,cavia-kappa.xlsx
O=C(Nc1ccccc1)[C@@H]1O[C@@]23CC[C@@]1(O)[C@@H]1Oc4c(O)ccc5c4[C@@]12CCN(CC1CC1)[C@@H]3C5,10494,cavia,kappa,cavia-kappa.xlsx
CCC[C@](C)(O)[C@@H]1CC23C=C[C@]1(OC)[C@H]1Oc4c(O)ccc5c4C12CCN(C)C3C5,10553,cavia,kappa,cavia-kappa.xlsx
CCO[C@@H](C)[C@@H]1CC23C=C[C@]1(OC)[C@H]1Oc4c(O)ccc5c4C12CCN(C)C3C5,10556,cavia,kappa,cavia-kappa.xlsx
CCC[C@@](C)(O)[C@@H]1CC23C=C[C@]1(OC)[C@H]1Oc4c(O)ccc5c4C12CCN(C)C3C5,10557,cavia,kappa,cavia-kappa.xlsx
CC1CN(CCc2ccccc2)C2C[C@H](NC(=O)CCN3CCCCC3)CC1(c1cccc(O)c1)C2,11022,cavia,kappa,cavia-kappa.xlsx
CN(C(=O)Cc1ccc(Cl)c(Cl)c1)C(CN1CCCC1)c1ccc(NC(=O)CNC(=O)C/N=C(S)\N=C2/C=CC(=C3c4ccc(O)cc4Oc4cc(O)ccc43)C(C(=O)O)=C2)cc1,11241,cavia,kappa,cavia-kappa.xlsx
CN(C(=O)Cc1ccc(Cl)c(Cl)c1)C(CN1CCCC1)c1ccc(NC(=O)C/N=C(S)/N=C2\C=CC(=C3c4ccc(O)cc4Oc4cc(O)ccc43)C(C(=O)O)=C2)cc1,11248,cavia,kappa,cavia-kappa.xlsx
CCN(CC)C(=O)c1ccc(C(c2ccccc2)N2CCN(Cc3ccccc3)CC2)cc1,11648,cavia,kappa,cavia-kappa.xlsx
CCN(CC)C(=O)c1ccc(C(OCCN(C)C)c2cccc(OC)c2)cc1,11649,cavia,kappa,cavia-kappa.xlsx
CC1CN(CCc2ccccc2)C2C[C@H](NC(=O)CCCN=C(N)N)CC1(c1cccc(O)c1)C2,11947,cavia,kappa,cavia-kappa.xlsx
CN(C(=O)C1CCc2csc3cccc1c23)[C@H]1CCC2(CCCO2)C[C@@H]1N1CCCC1,12051,cavia,kappa,cavia-kappa.xlsx
CN(C(=O)C1CCc2c(Br)sc3cccc1c23)[C@H]1CCC2(CCCO2)C[C@@H]1N1CCCC1,12052,cavia,kappa,cavia-kappa.xlsx
N=C(N)Nc1cnc2c(c1)C[C@@]1(O)[C@H]3Cc4ccc(O)c5c4[C@@]1(CCN3CC1CC1)[C@H]2O5,12230,cavia,kappa,cavia-kappa.xlsx
Oc1ccc2c3c1OC1c4nccc(-c5ccccc5)c4C[C@@]4(O)[C@@H](C2)N(CC2CC2)CC[C@]314,12281,cavia,kappa,cavia-kappa.xlsx
Cc1cc(-c2ccccc2)c2c(n1)C1Oc3c(O)ccc4c3[C@@]13CCN(CC1CC1)[C@H](C4)[C@]3(O)C2,12293,cavia,kappa,cavia-kappa.xlsx
CN(C(=O)Cc1ccc(Cl)c(Cl)c1)C(CN1CCCC1)c1ccc(NC(=O)CNC(=O)CNC(=O)CNC(=O)C/N=C(S)\N=C2/C=CC(=C3c4ccc(O)cc4Oc4cc(O)ccc43)C(C(=O)O)=C2)cc1,12357,cavia,kappa,cavia-kappa.xlsx
CN(C(=O)Cc1ccc(Cl)c(Cl)c1)C(CN1CCCC1)c1ccc(N/C(S)=N/c2ccc(-c3c4ccc(=O)cc-4oc4cc(O)ccc34)c(C(=O)O)c2)cc1,12405,cavia,kappa,cavia-kappa.xlsx
COc1ccc2c3c1O[C@H]1c4c(c5cccc6c5n4CCC6)C[C@@]4(O)[C@@H](C2)N(CC2CC2)CC[C@]314,12697,cavia,kappa,cavia-kappa.xlsx
CN(C(=O)COc1ccc(Cl)cc1)[C@@H]1CCCC[C@H]1N1CCCC1,12780,cavia,kappa,cavia-kappa.xlsx
CN(C(=O)COc1ccc([N+](=O)[O-])c(C(F)(F)F)c1)[C@@H]1CCCC[C@H]1N1CCCC1,12795,cavia,kappa,cavia-kappa.xlsx
CN(C(=O)Cc1cccs1)[C@@H]1CCCC[C@H]1N1CCCC1,12796,cavia,kappa,cavia-kappa.xlsx
CCCN(CCc1ccccc1)CCc1cccc(O)c1,12797,cavia,kappa,cavia-kappa.xlsx
CN(C(=O)COc1cc(Cl)c(Cl)c(Cl)c1Cl)[C@@H]1CCCC[C@H]1N1CCCCCCC1,12807,cavia,kappa,cavia-kappa.xlsx
CN(C(=O)COc1cc(Cl)c(Cl)c(Cl)c1Cl)[C@@H]1CCCC[C@H]1N1CCCCCC1,12813,cavia,kappa,cavia-kappa.xlsx
CN(CCc1cccs1)[C@@H]1CCCC[C@H]1N(C)C(=O)Cc1cccc2sccc12,12855,cavia,kappa,cavia-kappa.xlsx
CCN(CC)[C@@H]1CCCC[C@H]1N(C)C(=O)Cc1cccc2sccc12,12857,cavia,kappa,cavia-kappa.xlsx
CN(CC1CC1)[C@@H]1CCCC[C@H]1N(C)C(=O)Cc1cccc2sccc12,12867,cavia,kappa,cavia-kappa.xlsx
CN(C(=O)Cc1cccc2sccc12)[C@@H]1CCCC[C@H]1N1CCCCCC1,12868,cavia,kappa,cavia-kappa.xlsx
CN(C(=O)COc1cc(Cl)cc(Cl)c1)[C@@H]1CCCC[C@H]1N1CCCCCC1,12889,cavia,kappa,cavia-kappa.xlsx
CN(C(=O)Cc1cccc2occc12)[C@@H]1CCCC[C@H]1N1CCCC1,12890,cavia,kappa,cavia-kappa.xlsx
CN(C(=O)C(c1ccccc1)c1ccccc1)[C@H](CN1CC[C@H](O)C1)c1cccc(N)c1,12928,cavia,kappa,cavia-kappa.xlsx
CN(C(=O)Cc1cccc2sccc12)[C@@H]1CCCC[C@H]1N1CCCCC1,12948,cavia,kappa,cavia-kappa.xlsx
CN(C(=O)COc1cc(Cl)c(Cl)c(Cl)c1)[C@@H]1CCCC[C@H]1N1CCCCCCC1,12949,cavia,kappa,cavia-kappa.xlsx
CN(C(=O)C1c2ccccc2Oc2ccccc21)[C@H](CN1CC[C@H](O)C1)c1ccccc1,12981,cavia,kappa,cavia-kappa.xlsx
CN(C(=O)Cc1cccc2occc12)[C@H]1CCC2(CCCO2)C[C@@H]1N1CCCC1,12998,cavia,kappa,cavia-kappa.xlsx
CN(C(=O)C(c1ccccc1)c1ccccc1)[C@H](CN1CC[C@H](O)C1)c1cccc([N+](=O)[O-])c1,13007,cavia,kappa,cavia-kappa.xlsx
C=CCN(C)[C@@H]1CCCC[C@H]1N(C)C(=O)Cc1cccc2sccc12,13027,cavia,kappa,cavia-kappa.xlsx
COc1ccc([C@@H](CN2CC[C@H](O)C2)N(C)C(=O)C(c2ccccc2)c2ccccc2)cc1,13084,cavia,kappa,cavia-kappa.xlsx
CC(=O)Nc1cccc([C@@H](CN2CC[C@H](O)C2)N(C)C(=O)C(c2ccccc2)c2ccccc2)c1,13086,cavia,kappa,cavia-kappa.xlsx
CCN(CC)C(=O)c1ccc(C(c2cccc(OC)c2)C2CCN(C)CC2)cc1,13154,cavia,kappa,cavia-kappa.xlsx
CN(C(=O)COc1ccc(Cl)c(Cl)c1)[C@@H]1CCCC[C@H]1N1CCCC1,13168,cavia,kappa,cavia-kappa.xlsx
CN(C(=O)C(c1ccc(F)cc1)c1ccc(F)cc1)[C@H](CN1CC[C@H](O)C1)c1ccccc1,13190,cavia,kappa,cavia-kappa.xlsx
CC(=O)Nc1cccc([C@H](CN2CCCC2)N(C)C(=O)Cc2ccc(Cl)c(Cl)c2)c1,13241,cavia,kappa,cavia-kappa.xlsx
CN(C(=O)C1c2ccccc2Cc2ccccc21)[C@H](CN1CC[C@H](O)C1)c1ccccc1,13326,cavia,kappa,cavia-kappa.xlsx
CN(C(=O)Cc1cccc2ccccc12)[C@H]1CCC2(CCCO2)C[C@@H]1N1CCCC1,13337,cavia,kappa,cavia-kappa.xlsx
CN(C(=O)Cc1cccc2sccc12)[C@H]1CCCC[C@@H]1N1CCCC1,13338,cavia,kappa,cavia-kappa.xlsx
CN(C(=O)C(c1ccc(Cl)cc1)c1ccc(Cl)cc1)[C@H](CN1CC[C@H](O)C1)c1ccccc1,13354,cavia,kappa,cavia-kappa.xlsx
CN(C(=O)C(c1cccs1)c1cccs1)[C@H](CN1CC[C@H](O)C1)c1ccccc1,13376,cavia,kappa,cavia-kappa.xlsx
CC1c2cccc3cccc(c23)C1C(=O)N(C)[C@H]1CCC2(CCCO2)C[C@@H]1N1CCNC1,13382,cavia,kappa,cavia-kappa.xlsx
CN(C(=O)C1c2ccccc2-c2ccccc21)[C@H](CN1CC[C@H](O)C1)c1ccccc1,13402,cavia,kappa,cavia-kappa.xlsx
CN(C(=O)C(c1ccccc1)c1ccccc1)[C@H](CN1CC[C@H](O)C1)c1ccc(O)cc1,13403,cavia,kappa,cavia-kappa.xlsx
CC1c2cccc3cccc(c23)C1C(=O)N(C)[C@H]1CCC2(CCCO2)C[C@@H]1N1CCCC1,13438,cavia,kappa,cavia-kappa.xlsx
CO[C@H]1CC(N(C)C(=O)Cc2cccc3sccc23)[C@@H](N2CCCC2)C[C@H]1OC,13445,cavia,kappa,cavia-kappa.xlsx
CCC(=O)N(c1ccccc1)[C@H]1CCN(CC(O)c2ccccc2)C[C@@H]1C,13460,cavia,kappa,cavia-kappa.xlsx
CCN(CC)C(=O)c1ccc(C(c2cccc(OC)c2)C2CCNCC2)cc1,13484,cavia,kappa,cavia-kappa.xlsx
CN(C)c1ccc2c3c1O[C@H]1[C@@H](O)C=C[C@H]4[C@@H](C2)N(C)CC[C@@]341,13491,cavia,kappa,cavia-kappa.xlsx
CN(C(=O)Cc1cccc2sccc12)[C@@H]1CCCC[C@H]1N1CCCC1,13509,cavia,kappa,cavia-kappa.xlsx
COc1cccc2c1[C@]13CCN(CCc4ccccc4)C(C2)[C@]1(OC)CCC(=O)C3,13539,cavia,kappa,cavia-kappa.xlsx
CCN(CC)C(=O)c1ccc(C(=C2CCN(Cc3ccccc3)CC2)c2cccc(OC)c2)cc1,13556,cavia,kappa,cavia-kappa.xlsx
CN(C(=O)C(c1ccccc1)C1CCCCC1)[C@H](CN1CC[C@H](O)C1)c1ccccc1,13558,cavia,kappa,cavia-kappa.xlsx
CN(C(=O)C1c2ccccc2CCc2ccccc21)[C@H](CN1CC[C@H](O)C1)c1ccccc1,13634,cavia,kappa,cavia-kappa.xlsx
CCN(CC)C(=O)c1ccc(C(c2cccc(OC)c2)N(C)CCN(C)C)cc1,13658,cavia,kappa,cavia-kappa.xlsx
CN(C(=O)c1ccc(Br)cc1)[C@H]1CCCC[C@@]12CCCN2C,13672,cavia,kappa,cavia-kappa.xlsx
Cc1ccc(C(C(=O)N(C)[C@H](CN2CC[C@H](O)C2)c2ccccc2)c2ccc(C)cc2)cc1,13676,cavia,kappa,cavia-kappa.xlsx
CN(C(=O)C1c2ccccc2Sc2ccccc21)[C@H](CN1CC[C@H](O)C1)c1ccccc1,13677,cavia,kappa,cavia-kappa.xlsx
CC(C(=O)N(C)[C@H]1CCCC[C@@H]1N1CCCC1)c1cccc2sccc12,13679,cavia,kappa,cavia-kappa.xlsx
CN(C(=O)c1ccc(C(F)(F)F)cc1)[C@H]1CCCC[C@@]12CCCN2C,13745,cavia,kappa,cavia-kappa.xlsx
CC1(C)CN(C(=O)Cc2ccc(Cl)c(Cl)c2)C(CN2CCCC2)c2ccccc21,13804,cavia,kappa,cavia-kappa.xlsx
C=CCN1CCC(C(c2ccc(C(=O)N(CC)CC)cc2)c2cccc(OC)c2)CC1,13855,cavia,kappa,cavia-kappa.xlsx
CC(C)C(C(=O)N(C)[C@H](CN1CC[C@H](O)C1)c1ccccc1)c1ccccc1,13877,cavia,kappa,cavia-kappa.xlsx
CN(C(=O)COc1c(Cl)cccc1Cl)[C@@H]1CCCC[C@H]1N1CCCC1,13911,cavia,kappa,cavia-kappa.xlsx
CN(C(=O)COc1ccccc1)[C@@H]1CCCC[C@H]1N1CCCC1,13923,cavia,kappa,cavia-kappa.xlsx
Cc1cc(OCC(=O)N(C)[C@@H]2CCCC[C@H]2N2CCCCCC2)cc(C)c1Cl,13926,cavia,kappa,cavia-kappa.xlsx
CN(C(=O)COc1cc(Cl)c(Cl)c(Cl)c1)[C@@H]1CCCC[C@H]1N1CCCC1,13944,cavia,kappa,cavia-kappa.xlsx
CC(=O)Nc1cccc([C@@H](CN2CCCC2)N(C)C(=O)Cc2ccc(Cl)c(Cl)c2)c1,13988,cavia,kappa,cavia-kappa.xlsx
CN(C(=O)Cc1ccc(Cl)c(Cl)c1)[C@@H](CN1CCCC1)c1cccc(N)c1,13989,cavia,kappa,cavia-kappa.xlsx
CNc1ccc2c3c1O[C@H]1[C@@H](O)C=C[C@H]4[C@@H](C2)N(C)CC[C@@]341,13991,cavia,kappa,cavia-kappa.xlsx
CN(CCc1ccccc1)[C@@H]1CCCC[C@H]1N(C)C(=O)Cc1cccc2sccc12,14001,cavia,kappa,cavia-kappa.xlsx
CN(C(=O)Cc1ccccc1N)[C@H](CN1CC[C@H](O)C1)c1ccccc1,14003,cavia,kappa,cavia-kappa.xlsx
CN(C(=O)Cc1cccc2occc12)[C@@H]1CCCC[C@H]1N1CCCCCC1,14016,cavia,kappa,cavia-kappa.xlsx
CC[C@]12c3c4ccc(O)c3O[C@H]1C(=O)CC[C@@]2(O)[C@H](NCC1CC1)C4,14153,cavia,kappa,cavia-kappa.xlsx
C=C[C@]12c3c4ccc(O)c3O[C@H]1C(=O)CC[C@@]2(O)[C@H](NCC1CC1)C4,14163,cavia,kappa,cavia-kappa.xlsx
C=C[C@]12c3c4ccc(O)c3O[C@H]1C(=O)CC[C@@]2(O)[C@H](N(C)CC1CC1)C4,14164,cavia,kappa,cavia-kappa.xlsx
COc1ccc(C[C@H]2CN3C(=NC[C@@H]3C3CCCCC3)N2C(C)C23CC4CC(CC(C4)C2)C3)cc1,15558,cavia,kappa,cavia-kappa.xlsx
